Query resultsraydium_memecoin_validation_v1_frozen,,,,,,,,,,,,,,,,,,,,,,,,
total_tokens,tradeable_30m_count,tradeable_30m_pct,tradeable_15m_count,tradeable_15m_pct,clean_tradeable_30m_count,clean_tradeable_30m_pct,avg_manip_score_tradeable,avg_manip_score_not_tradeable,avg_sniper_intensity_tradeable,avg_sniper_intensity_not_tradeable,avg_first_minute_share_tradeable,avg_first_minute_share_not_tradeable,median_first_minute_share_tradeable,median_first_minute_share_not_tradeable,median_sniper_intensity_tradeable,median_sniper_intensity_not_tradeable,median_realized_return_tradeable,median_realized_return_not_tradeable,avg_median_realized_return_tradeable,avg_median_realized_return_not_tradeable,median_realized_return_clean_tradeable,avg_median_realized_return_clean_tradeable,avg_buy_flow_pct_tradeable,avg_buy_flow_pct_not_tradeable
31302,1673,5.34,1200,3.83,7,0.02,1.02,1.07,0.307,2.886,0.228,0.899,0.225,1,0.29,1.016,21.2,1.8,24.4,4.6,52.1,93.3,0.515,0.432
